lr,gamma,scores,avg_scores
0.0001,0.99,-257.90596554938304,-96.17570271825454
0.0001,0.99,-131.88389617943534,-96.47807256128796
0.0001,0.99,-29.671911351066967,-96.48088649721232
0.0001,0.99,-92.96231341055494,-96.39453289124167
0.0001,0.99,-147.9351704874867,-96.8861241712064
0.0001,0.99,-72.2947146411673,-96.82705419084158
0.0001,0.99,-72.40002586147344,-96.26719396821368
0.0001,0.99,-176.40736793659417,-95.94042697500662
0.0001,0.99,-106.34286440208706,-96.0798183852877
0.0001,0.99,-139.8736561240051,-96.4528529549598
0.0001,0.99,-92.86352687526056,-95.8570061490713
0.0001,0.99,-82.82434410857294,-95.90824995186865
0.0001,0.99,-31.060109053848237,-95.43938687842129
0.0001,0.99,-69.30360788229027,-94.94917547993947
0.0001,0.99,-73.85926448403049,-94.96268346382935
0.0001,0.99,-63.03842797578671,-94.95152903474269
0.0001,0.99,-94.67152967017003,-95.22575907415316
0.0001,0.99,-115.73261543236694,-95.77481056033832
0.0001,0.99,-176.7703356473886,-96.4261349434652
0.0001,0.99,-106.70941362048536,-96.40696237368913
0.0001,0.99,-101.13586963334174,-96.3595019382823
0.0001,0.99,-69.00586800823707,-95.39578213129205
0.0001,0.99,-73.65263972356297,-95.4402602725126
0.0001,0.99,-155.67427286831483,-96.21678119465429
0.0001,0.99,-108.47823272595909,-96.83324625196894
0.0001,0.99,-110.19674836496183,-96.54117781955055
0.0001,0.99,-87.89139244810612,-96.6525735135183
0.0001,0.99,-87.88789570211975,-96.43425476407297
0.0001,0.99,-232.47658930443896,-97.97091238675355
0.0001,0.99,-56.11351926879556,-97.75759636845197
0.0001,0.99,-42.90984693287213,-96.45730967703865
0.0001,0.99,-89.95730233341459,-95.3723517282976
0.0001,0.99,-64.52879986457793,-94.45591096529829
0.0001,0.99,-46.43935359365206,-94.24947152829976
0.0001,0.99,-24.620335835119036,-93.58448274889054
0.0001,0.99,-29.41352130788738,-93.27372135739046
0.0001,0.99,-56.70252588619759,-93.03534254028929
0.0001,0.99,-94.90531599812638,-93.6766439064013
0.0001,0.99,-109.77762801402577,-94.35045546777515
0.0001,0.99,-106.33774361198323,-94.93218118939326
0.0001,0.99,-73.02060011783463,-94.60082187985095
0.0001,0.99,-79.31999265979421,-93.16006687918116
0.0001,0.99,-53.196169547005894,-93.1480310433164
0.0001,0.99,-123.22927202249338,-93.52052304285377
0.0001,0.99,-69.6097868336083,-93.58639950165966
0.0001,0.99,-113.03770623358173,-94.3685942566355
0.0001,0.99,-38.02844768063193,-93.44749988653106
0.0001,0.99,-38.587368772074605,-93.07683013051881
0.0001,0.99,-126.72944318812627,-93.36813956225596
0.0001,0.99,-79.51684950966305,-92.86919417605719
0.0001,0.99,-87.03659031222809,-93.13289076480007
0.0001,0.99,-141.1343360876619,-93.79719303130709
0.0001,0.99,-84.13017880900868,-93.96046258322252
0.0001,0.99,-99.60869524397461,-94.14103764495327
0.0001,0.99,-176.22864725701248,-95.05980673158341
0.0001,0.99,-56.52270289305776,-94.5073387454159
0.0001,0.99,-56.491936945974416,-93.46566255702754
0.0001,0.99,-69.03874795448786,-93.26288854929325
0.0001,0.99,-73.71780920108677,-93.21947117964956
0.0001,0.99,23.8644269027333,-91.9589978626674
0.0001,0.99,-101.99572307540785,-91.60775506069577
0.0001,0.99,-62.4768195127885,-91.39879722395798
0.0001,0.99,-114.76240369932638,-91.77022348880634
0.0001,0.99,-72.04528697837317,-91.22736558852962
0.0001,0.99,-40.25495915245358,-91.61568295375801
0.0001,0.99,-104.04266744118958,-91.89145191088605
0.0001,0.99,-79.01122251714847,-91.4664340174721
0.0001,0.99,-73.23265760447359,-91.33347436701864
0.0001,0.99,-57.68845719289677,-91.1115739270961
0.0001,0.99,-94.97426085078588,-90.97704706388028
0.0001,0.99,-247.94677534803589,-92.80804985349857
0.0001,0.99,-47.643820543485674,-92.83615092252805
0.0001,0.99,-75.81814749026236,-93.30049070966078
0.0001,0.99,-96.45332603567685,-92.51538134617664
0.0001,0.99,-95.86970474122607,-93.00050313775786
0.0001,0.99,-59.008097108080655,-92.49675501297543
0.0001,0.99,-115.55668217091312,-92.71760292725297
0.0001,0.99,-75.79707059441184,-92.57326910456129
0.0001,0.99,-84.48613055607754,-92.35291730812838
0.0001,0.99,-124.580440360073,-92.8173632907855
0.0001,0.99,-190.20142486620125,-93.94891260358513
0.0001,0.99,-70.17291718905314,-93.93526255682292
0.0001,0.99,-84.04680471532211,-94.02334139643895
0.0001,0.99,-115.93252427531098,-94.0987962953131
0.0001,0.99,-46.717856453467974,-93.49976890335341
0.0001,0.99,-74.88097774987114,-93.76242746791335
0.0001,0.99,-20.286587636143665,-92.76566723451067
0.0001,0.99,-62.317275725932326,-92.89320720955556
0.0001,0.99,-15.400636277040974,-93.20574922439822
0.0001,0.99,-96.11647432748934,-93.35472217980495
0.0001,0.99,-109.37221413361348,-93.69450486564608
0.0001,0.99,-74.38977990323929,-93.5771110676942
0.0001,0.99,-95.811262600994,-93.35890133806937
0.0001,0.99,-29.614520215910446,-91.72165483263852
0.0001,0.99,-64.77388137553261,-91.27803675515811
0.0001,0.99,-87.25495648351358,-90.47126160812448
0.0001,0.99,-41.72144089094866,-90.654170239738
0.0001,0.99,-75.48395277372789,-90.56357549936105
0.0001,0.99,-64.47064913870508,-88.76308504952816
0.0001,0.99,-85.067062239647,-88.24615168430472
0.0001,0.99,-85.765498905437,-86.52474701786528
0.0001,0.99,-58.46537795314313,-85.79056183560233
0.0001,0.99,-76.41800816798998,-86.25802280377158
0.0001,0.99,-271.69327090267836,-88.04533237869282
0.0001,0.99,-91.2303308072076,-87.47828398189003
0.0001,0.99,-72.44720045766678,-87.47980884005501
0.0001,0.99,-83.6439147573088,-87.5922477290134
0.0001,0.99,-79.06157415405087,-86.61878979118795
0.0001,0.99,-79.01659885312162,-86.3455271356983
0.0001,0.99,-104.74539452341644,-85.99424451969239
0.0001,0.99,-146.67435654867262,-86.5323528164265
0.0001,0.99,-60.443091554115334,-86.30854029088192
0.0001,0.99,-47.24705598647367,-86.4704097602082
0.0001,0.99,-92.1102939591702,-86.69847662097702
0.0001,0.99,-159.1054372009684,-87.55093834814639
0.0001,0.99,-40.29426875733863,-87.3234967559619
0.0001,0.99,-51.768031550493404,-86.89446177476513
0.0001,0.99,-102.0652441693908,-86.75778806213538
0.0001,0.99,-93.9119049862105,-85.92920375552359
0.0001,0.99,-116.24533694919998,-86.02456298881074
0.0001,0.99,-59.0549102751683,-85.60375339522899
0.0001,0.99,-62.29814710402453,-85.53667618618687
0.0001,0.99,-99.29080505565992,-85.79305783950784
0.0001,0.99,-67.4913158153779,-84.91122826897846
0.0001,0.99,-283.2928462501824,-86.65937440422069
0.0001,0.99,-247.15492467202415,-88.02895616729133
0.0001,0.99,-122.7817092429052,-88.37785933523932
0.0001,0.99,-88.69727490067362,-88.38595312722485
0.0001,0.99,-105.76539919005515,-87.11884122608102
0.0001,0.99,-26.454099888816316,-86.82224703228121
0.0001,0.99,-104.52220455275604,-87.43837060848006
0.0001,0.99,-23.596758694343634,-86.77476517208937
0.0001,0.99,-60.938382267952505,-86.7388609961231
0.0001,0.99,-176.87950835349199,-88.04326254372148
0.0001,0.99,-130.30699587918176,-89.10012914416212
0.0001,0.99,-41.489339666021195,-89.22088732774345
0.0001,0.99,-76.17486627357573,-89.41561073161724
0.0001,0.99,-60.66745428895113,-89.07323211452547
0.0001,0.99,-69.37792942389942,-88.66923512862422
0.0001,0.99,-101.59236640072784,-88.62178135651166
0.0001,0.99,-131.24762566581018,-89.20405161199142
0.0001,0.99,-86.87521241666019,-89.27960380956009
0.0001,0.99,-3.0615574841793602,-88.77825768893183
0.0001,0.99,-71.39417842802857,-88.25990675298718
0.0001,0.99,-44.452978364933315,-88.00833866830044
0.0001,0.99,-76.33128024118454,-87.64127440837646
0.0001,0.99,-62.81925811209265,-87.88918251269106
0.0001,0.99,-122.04878684883359,-88.72379669345867
0.0001,0.99,-53.69922372009044,-87.99349449877829
0.0001,0.99,-95.06171621326322,-88.14894316581433
0.0001,0.99,-99.32230512337574,-88.2718003139258
0.0001,0.99,-86.49105871266008,-87.72536754017575
0.0001,0.99,-72.16275040299791,-87.60569325611567
0.0001,0.99,-107.98567864594366,-87.68946309013536
0.0001,0.99,-173.19836581108092,-87.65916027567602
0.0001,0.99,-148.3812310509688,-88.57774555725514
0.0001,0.99,-45.840915745585804,-88.47123534525126
0.0001,0.99,-77.58673224618283,-88.5567151881682
0.0001,0.99,-153.6642938209469,-89.35618003436683
0.0001,0.99,-97.73622077808318,-90.57218651117496
0.0001,0.99,-84.12841624920773,-90.39351344291295
0.0001,0.99,-52.17965984242758,-90.29054184620935
0.0001,0.99,-124.4970441517149,-90.38788825073325
0.0001,0.99,-145.96072400605004,-91.12704262101002
0.0001,0.99,-21.133641405056167,-90.93582944353604
0.0001,0.99,-105.14832638827127,-90.94688603300686
0.0001,0.99,-259.3997410742261,-92.75077121857763
0.0001,0.99,-72.20370048706215,-92.74048164740353
0.0001,0.99,-52.16545235995705,-92.68525159907412
0.0001,0.99,-50.78871547931861,-92.24339614535945
0.0001,0.99,-82.3818905059378,-90.58774729693847
0.0001,0.99,-62.41486138391551,-90.73545770534278
0.0001,0.99,-71.9740380570818,-90.69701661101097
0.0001,0.99,-15.309964808280824,-89.885582998737
0.0001,0.99,-68.7949955775858,-89.6148359071006
0.0001,0.99,-45.727732369287054,-89.48203225971265
0.0001,0.99,-21.068418792956123,-88.53714962593311
0.0001,0.99,-48.916762346781354,-88.26834654345679
0.0001,0.99,-56.583495168466115,-87.98932018958068
0.0001,0.99,-31.182087849713227,-87.05533666447707
0.0001,0.99,-96.63024653809013,-86.11962488119597
0.0001,0.99,-149.87720766044293,-86.91666778590985
0.0001,0.99,-61.37090099524006,-86.68990874870904
0.0001,0.99,-33.480700240818365,-85.8653905083641
0.0001,0.99,-32.62739676219033,-85.72448591145134
0.0001,0.99,-70.23714587462231,-85.67804759269885
0.0001,0.99,-85.70961171697623,-86.33227783350718
0.0001,0.99,-144.17751649865951,-87.15088024123445
0.0001,0.99,-66.67338269054463,-87.66360770536947
0.0001,0.99,-38.489232289674604,-87.08733528499131
0.0001,0.99,-69.71117710502574,-86.69072491470544
0.0001,0.99,-40.413488548225885,-86.3509620011553
0.0001,0.99,-87.16389351256989,-86.26448831027106
0.0001,0.99,-156.17689247479493,-87.53011203285992
0.0001,0.99,-73.36965234635214,-87.61606974256813
0.0001,0.99,-65.4329532934199,-87.3978497106672
0.0001,0.99,-119.19948955426493,-88.17263019730035
0.0001,0.99,-83.57678218111558,-88.2535584913742
0.0001,0.99,-87.07747568054799,-88.47962675679264
0.0001,0.99,-37.73869721435477,-88.00634310653972
0.0001,0.99,-64.38281558753937,-87.79251627336075
0.0001,0.99,-115.33057947992387,-88.36116828862855
0.0001,0.99,-46.31871011536598,-88.0601753081023
0.0001,0.99,-93.83849248674194,-86.28162752394296
0.0001,0.99,-97.487491709539,-86.34419913296625
0.0001,0.99,-57.65076902642227,-86.1962348186538
0.0001,0.99,-36.14540795698316,-85.72124975065057
0.0001,0.99,-151.67274728561074,-86.44736148196617
0.0001,0.99,-55.6617799430791,-86.21381329286574
0.0001,0.99,-103.17607013033924,-86.19812004893497
0.0001,0.99,-125.08158927417983,-85.98219237619003
0.0001,0.99,-108.59015692334913,-86.46366302988235
0.0001,0.99,-75.68629612081916,-86.74805543122582
0.0001,0.99,-38.072268972838366,-86.2076751813625
0.0001,0.99,-93.19126960059813,-85.5485335053588
0.0001,0.99,-32.341787802310776,-85.46900869580854
0.0001,0.99,-20.251079501876944,-85.15383917532237
0.0001,0.99,-71.85838131990073,-84.85177054682747
0.0001,0.99,-84.99055144502414,-84.7625570114156
0.0001,0.99,-66.66020945186307,-84.26670573644223
0.0001,0.99,-91.37214259522884,-84.58987805964286
0.0001,0.99,-30.975856474148074,-84.2766551533441
0.0001,0.99,-3.5739235764408868,-83.31948633855188
0.0001,0.99,-39.56990767153586,-83.04027225711347
0.0001,0.99,-58.063747617496865,-80.78798127078662
0.0001,0.99,-94.62530261837153,-79.26268505025008
0.0001,0.99,-70.99765974314425,-78.74484455525247
0.0001,0.99,-51.08096576406212,-78.36868146388635
0.0001,0.99,-84.70096762414946,-78.15803714822731
0.0001,0.99,-37.71248892221736,-78.27062103856132
0.0001,0.99,-46.90647586405538,-77.6944637516743
0.0001,0.99,-97.05165357206482,-78.42901270045152
0.0001,0.99,-104.43151244822502,-78.86394400225424
0.0001,0.99,-67.46949001837558,-77.7698438189031
0.0001,0.99,-6.527459725661913,-76.53204845736789
0.0001,0.99,-86.28685119731931,-76.98002357268088
0.0001,0.99,-82.87518696947444,-77.04702677963985
0.0001,0.99,-49.926275093370116,-76.93961498768405
0.0001,0.99,-61.72538022065435,-76.8630894956516
0.0001,0.99,-48.37632709016275,-76.33092910254594
0.0001,0.99,-86.43336030428043,-75.88278644893063
0.0001,0.99,-125.015495040917,-76.26418927517321
0.0001,0.99,-20.71058280497344,-76.44067952838115
0.0001,0.99,-21.40413844297582,-75.94077912853062
0.0001,0.99,-116.84418682589582,-76.66469121314024
0.0001,0.99,-120.18462687156168,-77.10322467944403
0.0001,0.99,-48.70154559408611,-76.96204755426396
0.0001,0.99,-53.416077289068205,-76.2757204586663
0.0001,0.99,-10.738389953371424,-75.84611212099911
0.0001,0.99,-58.433661284335045,-75.47983157170982
0.0001,0.99,-78.15446098821792,-75.26815313035826
0.0001,0.99,-110.75177007721398,-75.51076024400379
0.0001,0.99,-79.25075938992401,-75.58164033387305
0.0001,0.99,-53.486794379659415,-75.03665149121021
0.0001,0.99,-68.95720795469329,-73.99423991264634
0.0001,0.99,-30.554240087031204,-72.81597000300695
0.0001,0.99,-29.1003680007326,-72.64856452555843
0.0001,0.99,-70.22683415540664,-72.57496554465065
0.0001,0.99,-71.23080115338168,-71.75063061797499
0.0001,0.99,-62.63214703857076,-71.39958988057988
0.0001,0.99,-42.6444791292919,-70.98475050938072
0.0001,0.99,11.199539142836642,-70.35095851952809
0.0001,0.99,-98.6442177043584,-70.09243025505451
0.0001,0.99,-92.68223585116444,-69.55964537350566
0.0001,0.99,-15.61842168424559,-69.50449317629756
0.0001,0.99,-116.61748123155373,-69.61918472473039
0.0001,0.99,-65.0525654612097,-67.67571296860022
0.0001,0.99,-49.163478623989505,-67.44531074996948
0.0001,0.99,-6.010644066726968,-66.98376266703718
0.0001,0.99,-103.01966765536798,-67.50607218879767
0.0001,0.99,-59.80346001225956,-67.2802878838609
0.0001,0.99,-83.43738876079675,-67.4905131576297
0.0001,0.99,-62.96217315027525,-67.40039450856165
0.0001,0.99,-38.56080950317447,-67.63290295551059
0.0001,0.99,-87.69155050097135,-67.82186850474446
0.0001,0.99,-65.79026527858741,-68.02249383383743
0.0001,0.99,-72.85422079934106,-68.5403518539013
0.0001,0.99,-105.29590382960355,-69.10414326872952
0.0001,0.99,-99.86620618161427,-69.536970378861
0.0001,0.99,-89.06974865816619,-70.11584698694553
0.0001,0.99,14.102344095830063,-69.00852108060633
0.0001,0.99,-33.97428027324652,-67.84949180673436
0.0001,0.99,-42.97815241697516,-67.66556432095172
0.0001,0.99,-68.00716312662375,-68.01082894980976
0.0001,0.99,-49.59532869904993,-68.18050826917835
0.0001,0.99,-78.89435614162477,-68.2670803718484
0.0001,0.99,-58.36507758911182,-67.99363503056973
0.0001,0.99,-21.43581447479791,-66.76621801033112
0.0001,0.99,-51.24998333177088,-66.61198401674338
0.0001,0.99,-33.98144344767812,-66.56690612832341
0.0001,0.99,-120.77077085920018,-67.07750206586518
0.0001,0.99,-34.90253018461752,-67.02239248222908
0.0001,0.99,-74.76877269509222,-66.89844127405432
0.0001,0.99,-63.589839545938204,-65.97257074476575
0.0001,0.99,-58.614909394647476,-65.8250233152487
0.0001,0.99,-35.069060099666956,-65.52138438331116
0.0001,0.99,-62.96329261687842,-64.9590224139373
0.0001,0.99,-90.04744548052267,-65.02372904693136
0.0001,0.99,-32.73617635528974,-64.48031605367879
0.0001,0.99,-19.65787158650255,-64.29950779740027
0.0001,0.99,-88.3722945758762,-64.53940258728363
0.0001,0.99,-112.94892861301022,-64.51558607861449
0.0001,0.99,-82.48840901743775,-64.87728306763522
0.0001,0.99,-81.57208614404314,-64.75461900420822
0.0001,0.99,-40.10927792010604,-64.1808368663139
0.0001,0.99,-9.051039289105162,-63.69483956894072
0.0001,0.99,-96.51670537958528,-64.29855254316675
0.0001,0.99,-122.7721004519405,-64.00954607483006
0.0001,0.99,-84.97117137571743,-64.30263998915643
0.0001,0.99,-82.73359371348138,-64.09821522498784
0.0001,0.99,-98.43746840699433,-63.831774016316004
0.0001,0.99,-93.19275615916902,-63.677800008674204
0.0001,0.99,-99.9386413934045,-63.920323461400045
0.0001,0.99,-16.92761201887562,-63.70887689186042
0.0001,0.99,-89.46458998758952,-63.67161009573034
0.0001,0.99,-38.37347355639535,-63.731926953271184
0.0001,0.99,-80.89957017350058,-64.33841185998742
0.0001,0.99,-85.77983245054489,-64.47762637129385
0.0001,0.99,-69.08907378112494,-64.31861159465487
0.0001,0.99,-66.5289196881795,-64.31729869701802
0.0001,0.99,-93.022856014208,-64.33380583120783
0.0001,0.99,-68.55633159906765,-64.709610582457
0.0001,0.99,-47.80240246068315,-65.15189537129943
0.0001,0.99,-72.57854511361384,-65.4819817457202
0.0001,0.99,-55.393933698349144,-65.45528360652874
0.0001,0.99,-73.03425154996296,-65.23937309584466
0.0001,0.99,-56.85764914281246,-65.09797298984134
0.0001,0.99,50.400862071129836,-64.08315471148943
0.0001,0.99,-15.400241153880955,-63.390147446786735
0.0001,0.99,-108.72332553003574,-64.10025581286492
0.0001,0.99,-47.88673678052464,-64.11005842202961
0.0001,0.99,-68.11094496733082,-63.82065133598226
0.0001,0.99,-36.81364409630906,-63.1444726524631
0.0001,0.99,15.881160239124966,-62.3109661498881
0.0001,0.99,-71.10676290317897,-62.95675918166326
0.0001,0.99,-62.24299637658321,-62.71632063345591
0.0001,0.99,-80.94840909335886,-62.69705285469476
0.0001,0.99,-77.47526161622744,-62.97254271992333
0.0001,0.99,-49.40632812138122,-62.84935219893061
0.0001,0.99,-95.41517333761989,-63.31974066140518
0.0001,0.99,-20.871978083298714,-62.66412683919536
0.0001,0.99,-96.34355701284304,-62.377407458914625
0.0001,0.99,-79.81391507456023,-62.96844078161049
0.0001,0.99,-39.872312558309034,-63.153122522763816
0.0001,0.99,-79.90447895858838,-62.78372544409075
0.0001,0.99,-116.41325832174618,-62.74601175859259
0.0001,0.99,-85.35693713248979,-63.112565673976626
0.0001,0.99,-8.44397111072304,-62.662844612193176
0.0001,0.99,-111.68519170664563,-63.67231262972592
0.0001,0.99,-56.33247914169286,-63.651300808299496
0.0001,0.99,-80.61970555994779,-63.67595325401678
0.0001,0.99,-53.48075254972002,-63.10324307874184
0.0001,0.99,-60.6891877501627,-62.917627362344234
0.0001,0.99,-40.15219994153979,-62.78428141796304
0.0001,0.99,-32.049599584423206,-62.41520533426034
0.0001,0.99,-57.895602649770744,-62.688618959887734
0.0001,0.99,-78.48979208317232,-63.18251320071214
0.0001,0.99,-63.18917661965227,-63.11213662535459
0.0001,0.99,-98.7876886423237,-63.38770550024401
0.0001,0.99,-85.11816255430571,-63.61256565540136
0.0001,0.99,-59.83304850839614,-63.784451349192395
0.0001,0.99,-28.415802817275832,-64.18060476879351
0.0001,0.99,-236.2557947090802,-65.55672053884074
0.0001,0.99,-191.75225588846973,-66.54742073921379
0.0001,0.99,-3.982992675231543,-66.43106644912365
0.0001,0.99,-59.03514674417812,-65.8552431042499
0.0001,0.99,-68.3972556958527,-65.88869000659632
0.0001,0.99,-58.78729956535525,-65.98492821600999
0.0001,0.99,-32.95255416455274,-66.25434731698823
0.0001,0.99,-57.03882833556867,-65.79453892379024
0.0001,0.99,13.562269140932685,-65.06088163225833
0.0001,0.99,-60.05664004516847,-64.82707414510203
0.0001,0.99,-18.396420408841593,-64.3814166176877
0.0001,0.99,-57.17631592117492,-64.5675716818677
0.0001,0.99,-70.18458358058913,-64.39250201266388
0.0001,0.99,-42.729829492020514,-64.16189765479821
0.0001,0.99,-44.953825389965516,-63.88289370070445
0.0001,0.99,-50.344027356787535,-63.3333749359763
0.0001,0.99,13.174669497209862,-62.20296617918806
0.0001,0.99,-2.517207259009055,-61.3374407651965
0.0001,0.99,-23.079497942345398,-61.709259185578254
0.0001,0.99,-55.89274844407278,-61.92844386728652
0.0001,0.99,-63.35829313169934,-62.132245274433764
0.0001,0.99,-75.18674163071921,-62.20404105947471
0.0001,0.99,-33.904383729953196,-62.047131609783754
0.0001,0.99,-98.89307859070661,-62.24711883427457
0.0001,0.99,-88.41051454191704,-62.54757320380262
0.0001,0.99,-144.84368249746734,-63.78165188402931
0.0001,0.99,-97.84584234112896,-64.24761047412288
0.0001,0.99,-60.92030192803764,-64.51699905892649
0.0001,0.99,-73.97658447696224,-64.04905719510411
0.0001,0.99,-21.528113533340644,-63.91531302859134
0.0001,0.99,-81.12419291030638,-63.97886723074348
0.0001,0.99,-55.47996130501454,-63.89776844833423
0.0001,0.99,-81.20152749275695,-64.12363462931533
0.0001,0.99,-99.02469664824947,-64.76319099480115
0.0001,0.99,-92.52229529371421,-65.05878102156952
0.0001,0.99,-103.69145278283081,-65.1952210945926
0.0001,0.99,-55.144814940791086,-65.4193074804476
0.0001,0.99,-43.019470570517385,-65.65292347028775
0.0001,0.99,-45.005917298901636,-65.21925969751801
0.0001,0.99,-29.624703205781017,-64.38601744344571
0.0001,0.99,-21.04923492400232,-63.77162570251136
0.0001,0.99,-60.924391872589446,-63.56514875979683
0.0001,0.99,-46.53255001637045,-63.62938148075948
0.0001,0.99,-118.12904763994679,-64.7201615642679
0.0001,0.99,-57.68331823940713,-64.33182769286613
0.0001,0.99,-45.237111896446564,-63.55647780731118
0.0001,0.99,4.575732565908794,-62.66100876789492
0.0001,0.99,-55.946373897850805,-62.39313656973861
0.0001,0.99,-6.676182074833463,-61.475523706417
0.0001,0.99,-47.867832851419564,-61.0222744733395
0.0001,0.99,-46.14395041097106,-60.48432756351517
0.0001,0.99,-31.872381315826644,-60.633775256484675
0.0001,0.99,11.324339227808508,-59.6258859643307
0.0001,0.99,-171.43528631861082,-60.95650409195286
0.0001,0.99,-60.739171496758956,-60.754900105185435
0.0001,0.99,-70.75683182933905,-60.60467009897337
0.0001,0.99,-55.95320370072447,-60.47331139816937
0.0001,0.99,-86.49678374388007,-60.67299003872637
0.0001,0.99,-155.45565833564294,-61.29731806194072
0.0001,0.99,-75.01180284713848,-61.36187277442143
0.0001,0.99,-111.63689605804844,-62.00021771039509
0.0001,0.99,-96.25538464691915,-62.236986105728135
0.0001,0.99,-41.81692229499494,-62.1012159916946
0.0001,0.99,-55.47278264699672,-61.92560130266494
0.0001,0.99,-56.67527602860263,-61.92377757152284
0.0001,0.99,-40.18065067985589,-62.829592699032695
0.0001,0.99,-75.8303327327814,-63.4338936148217
0.0001,0.99,-70.93891921906624,-63.056049551712
0.0001,0.99,-54.751707399236395,-63.12469925789913
0.0001,0.99,-58.035248661672156,-63.02394229484255
0.0001,0.99,-58.920408750888114,-63.24500994138833
0.0001,0.99,-61.102559982407385,-64.01484714360365
0.0001,0.99,-72.6072808132874,-64.02985232270473
0.0001,0.99,-69.4273805396281,-64.10169616433517
0.0001,0.99,-48.625367417884746,-63.77846574758044
0.0001,0.99,-70.50250429080836,-63.70873817432626
0.0001,0.99,-76.46703884371348,-63.97934528154958
0.0001,0.99,-9.28373254917696,-63.11803087366515
0.0001,0.99,-83.4494352857385,-63.74380544568954
0.0001,0.99,-118.05629939038447,-63.96093286946495
0.0001,0.99,-107.46123746905647,-64.23740609340993
0.0001,0.99,-54.3378677143275,-64.3820616449701
0.0001,0.99,-97.12332176395228,-64.55425007302374
0.0001,0.99,-32.900469658489996,-63.719122186391175
0.0001,0.99,-56.4716401874777,-63.43026921694105
0.0001,0.99,-30.233637213680353,-63.648165877970634
0.0001,0.99,-20.965101743139925,-62.74096497833557
0.0001,0.99,-60.264725164543464,-62.78028743856407
0.0001,0.99,-1.1348417583809152,-61.985438800548415
0.0001,0.99,-5.469382184311144,-61.505325096894325
0.0001,0.99,-90.78481274954856,-61.80628134688819
0.0001,0.99,-53.4864508820572,-61.939623856293366
0.0001,0.99,-39.72545229249988,-62.01638238337413
0.0001,0.99,12.738843763333776,-61.310037919243086
0.0001,0.99,-53.22990104329136,-61.05743900884428
0.0001,0.99,-36.844243648869195,-60.793989679136445
0.0001,0.99,-4.046894248034391,-59.84658173519356
0.0001,0.99,-1.221716427490648,-59.007617273925405
0.0001,0.99,-35.94135842642153,-58.768700373105645
0.0001,0.99,-36.102810613931524,-58.8455704510722
0.0001,0.99,-21.00341800387487,-56.69304668402015
0.0001,0.99,-4.756062546055631,-54.82308475059601
0.0001,0.99,-56.67869875875558,-55.35004181143125
0.0001,0.99,-19.244761328694423,-54.952137957276406
0.0001,0.99,-1.0056642589034794,-54.27822204290692
0.0001,0.99,-40.3348519027156,-54.09369756628052
0.0001,0.99,29.611263224024157,-53.468059392394764
0.0001,0.99,-65.31889453215685,-53.55086005436065
0.0001,0.99,-70.16014465738303,-54.38808419234381
0.0001,0.99,-90.88533567017546,-54.69637114859387
0.0001,0.99,4.2305987392825415,-54.47010095711263
0.0001,0.99,11.48289591374946,-53.78350883876338
0.0001,0.99,-25.395740193892337,-53.33562040489642
0.0001,0.99,-43.776421602625135,-53.34608632600245
0.0001,0.99,-29.825598481336613,-53.194804056916176
0.0001,0.99,-25.323208876837015,-52.94459587211667
0.0001,0.99,-78.38391072104133,-53.86018167429919
0.0001,0.99,-47.61176210364469,-54.31112722274555
0.0001,0.99,-77.85759226533274,-54.85890816597541
0.0001,0.99,-29.09928178989921,-54.59097349943367
0.0001,0.99,-41.30299725015634,-54.370420540618255
0.0001,0.99,-13.141518470202882,-53.749968309013084
0.0001,0.99,-19.600558913416933,-53.606930060847716
0.0001,0.99,-95.41674826257373,-53.572166757566386
0.0001,0.99,-171.5297264353851,-54.40335887650106
0.0001,0.99,-6.752059396399389,-53.02244264549037
0.0001,0.99,-43.3467386719068,-52.477451608798155
0.0001,0.99,-37.92261999627645,-52.247474789480556
0.0001,0.99,-34.815326366089636,-51.855862208371825
0.0001,0.99,-43.82806048283054,-52.078861677866726
0.0001,0.99,22.97276160911862,-51.03789213267249
0.0001,0.99,-42.18291861151084,-50.90492170573744
0.0001,0.99,-41.24304558382204,-50.505336886648095
0.0001,0.99,-28.907527211640087,-49.804165192282
0.0001,0.99,-99.46576632958183,-49.87359990264067
0.0001,0.99,-46.08361105553322,-49.29752148536769
0.0001,0.99,-67.01888432612364,-49.41626217922102
0.0001,0.99,-66.48227551894055,-49.65089022870526
0.0001,0.99,-1.4297792311885331,-49.21512884802812
0.0001,0.99,-74.69062907919677,-49.665788106762285
0.0001,0.99,-54.76158454973141,-50.00291160301956
0.0001,0.99,-87.26288505446198,-50.26629653483828
0.0001,0.99,-31.843761564937537,-50.119408650323955
0.0001,0.99,-210.0962119948399,-51.039080293872885
0.0001,0.99,-27.89263201900326,-50.74117343166885
0.0001,0.99,-96.04421653623992,-51.24924447806679
0.0001,0.99,-30.624015124431494,-51.6012419549702
0.0001,0.99,-64.79267176517173,-51.689704933643405
0.0001,0.99,-28.770531831179568,-51.910648431206866
0.0001,0.99,-73.58482837516476,-52.16781838644432
0.0001,0.99,-207.34945165921295,-53.77987339892673
0.0001,0.99,-38.98938962282909,-53.851043481996754
0.0001,0.99,-19.508194540352847,-54.15936881967836
0.0001,0.99,-26.802245291049985,-52.71303840940276
0.0001,0.99,-69.49307349610712,-52.80057742939624
0.0001,0.99,-90.17721445327,-52.99478125563555
