lr,gamma,scores,avg_scores
0.0001,0.99,83.61863136997557,90.82288181810353
0.0001,0.99,8.872960860183937,91.0010817026915
0.0001,0.99,178.07767322891124,92.76885671265845
0.0001,0.99,133.11329604561988,93.87639791774942
0.0001,0.99,258.2726248046829,96.69106454822672
0.0001,0.99,132.56711351209674,97.1337280732068
0.0001,0.99,41.18290508506357,95.08534851404491
0.0001,0.99,97.35846989053148,94.39902084271834
0.0001,0.99,35.53970572570651,93.61051547077099
0.0001,0.99,134.71526474091166,94.474941412496
0.0001,0.99,2.0712455296861805,94.73416586055423
0.0001,0.99,37.772131485556145,93.76931268589284
0.0001,0.99,18.679293606037305,91.54639764235762
0.0001,0.99,253.63191076729865,91.85530373783506
0.0001,0.99,110.9686505066791,91.90908625734657
0.0001,0.99,-36.84111389187507,91.70014656608978
0.0001,0.99,12.292025388476944,90.42516970310304
0.0001,0.99,104.0355858808637,89.43759368895734
0.0001,0.99,14.207687792580472,89.76565010014502
0.0001,0.99,152.3789002641999,89.92094456763323
0.0001,0.99,94.94227408841144,89.5149834991157
0.0001,0.99,-56.59293737053976,87.34054902504069
0.0001,0.99,281.3445463680481,89.19719435582742
0.0001,0.99,157.73784751065972,90.86602362560846
0.0001,0.99,39.830064819870515,91.23538551910231
0.0001,0.99,299.29912429094907,92.99368491542079
0.0001,0.99,170.18997358759995,92.22271259160752
0.0001,0.99,137.2908684213009,92.09208812104607
0.0001,0.99,101.99781141993999,91.70399675554472
0.0001,0.99,157.11599116500878,92.70309178436011
0.0001,0.99,15.063018130902762,91.26910622267991
0.0001,0.99,167.81855562905207,94.2745606058868
0.0001,0.99,164.790204438823,94.87663464944478
0.0001,0.99,126.20626006497909,94.46607374302894
0.0001,0.99,17.887466062454422,92.90274656318543
0.0001,0.99,148.95747185577588,92.9402559889487
0.0001,0.99,31.557264992579462,92.41920959898209
0.0001,0.99,134.62955283726987,92.22839028335693
0.0001,0.99,140.56951388790642,92.459612885432
0.0001,0.99,-129.21395560310583,90.88581832376971
0.0001,0.99,-209.80259891628577,88.9538748985233
0.0001,0.99,90.59220532229905,88.16914420767372
0.0001,0.99,15.15482513256957,88.08037615631751
0.0001,0.99,45.7411394593382,87.04986463278503
0.0001,0.99,29.633190756224423,85.54644056092124
0.0001,0.99,169.0483789729618,86.79270393076531
0.0001,0.99,65.81366766769808,87.03466033258839
0.0001,0.99,-66.88205654940941,86.65345661918842
0.0001,0.99,28.90112148209451,86.85239227943477
0.0001,0.99,127.73212006565464,85.54241443513257
0.0001,0.99,88.45157394947675,86.3798938411512
0.0001,0.99,69.92816699995929,85.58919171777421
0.0001,0.99,106.09943255837125,84.00179477085653
0.0001,0.99,33.65023830579392,82.68929394639832
0.0001,0.99,236.32697140772981,83.36649583960053
0.0001,0.99,110.2400154102729,84.80555835401819
0.0001,0.99,241.16041188620298,85.65495322355993
0.0001,0.99,1.6431828487444164,85.75452845819166
0.0001,0.99,179.22354317563028,86.14388866986909
0.0001,0.99,-12.407794283724073,85.63103374091824
0.0001,0.99,47.10450853700297,85.75776160529632
0.0001,0.99,144.0552789463871,86.51385971490528
0.0001,0.99,132.21275098472157,87.730710172782
0.0001,0.99,124.3923124006115,88.12637732762381
0.0001,0.99,20.54661984221562,86.82995664509383
0.0001,0.99,130.73585274988065,87.16637166763022
0.0001,0.99,175.54566617495558,88.47318847861126
0.0001,0.99,-28.393656417987927,86.72380975551773
0.0001,0.99,162.8480755968044,86.57552473757517
0.0001,0.99,8.315296383650875,85.66816294873809
0.0001,0.99,124.72166230974814,85.46093587269434
0.0001,0.99,28.886475326016523,85.88456907274829
0.0001,0.99,90.33721165891906,85.22806495241929
0.0001,0.99,131.7709562687487,86.06558309359741
0.0001,0.99,-105.26781101382531,83.72636321201381
0.0001,0.99,15.062794308226131,84.39427429706699
0.0001,0.99,2.2786778922683624,83.23291799546949
0.0001,0.99,19.61486209576347,82.10180246363527
0.0001,0.99,93.63170668713508,82.1659389792794
0.0001,0.99,149.6870551434651,83.9983024614924
0.0001,0.99,50.45787404123064,86.2792639064063
0.0001,0.99,22.392682167462837,85.17920746968456
0.0001,0.99,161.79845163378266,85.31178927819981
0.0001,0.99,174.59801350860135,87.27199081899512
0.0001,0.99,0.32086274497291356,85.62603219279352
0.0001,0.99,36.83773788611293,83.1475805275927
0.0001,0.99,146.4550870268633,83.40629944637143
0.0001,0.99,97.71924457885905,84.21805239140315
0.0001,0.99,29.039970560467566,82.22756682294954
0.0001,0.99,-24.513709381563118,80.84247299438977
0.0001,0.99,134.08642327862594,80.64361669571878
0.0001,0.99,148.251844828201,80.56350987807477
0.0001,0.99,231.68660016168405,82.72722413391881
0.0001,0.99,128.18668989148898,84.05385335438933
0.0001,0.99,181.30848522538622,84.67760413848744
0.0001,0.99,166.5948106105691,86.09411996057979
0.0001,0.99,69.8186083580853,86.48553180963438
0.0001,0.99,79.85865399059091,87.16844170889152
0.0001,0.99,139.6730708484505,87.3749986063126
0.0001,0.99,295.2015946895447,90.62042907366798
0.0001,0.99,27.510665885824636,90.05934941882646
0.0001,0.99,150.3095430903615,91.47371524112825
0.0001,0.99,6.561372994247819,89.75855223878162
0.0001,0.99,2.248103592152532,88.44990031424693
0.0001,0.99,158.1636529803049,87.44881059600317
0.0001,0.99,14.850005927044137,86.27163952015263
0.0001,0.99,-123.43605721816235,84.62544989712038
0.0001,0.99,155.1194017616128,85.20305921583122
0.0001,0.99,-12.07553016460517,84.7269068569281
0.0001,0.99,-59.928697957131156,82.78046722994763
0.0001,0.99,162.8962369735717,84.3887171443865
0.0001,0.99,30.41353562269444,84.31513118575788
0.0001,0.99,278.71140975832225,86.91545234728073
0.0001,0.99,148.57936411852694,85.86492688079302
0.0001,0.99,160.8649100738961,86.36388947646519
0.0001,0.99,22.441975990529386,86.95672037528924
0.0001,0.99,140.5191878323289,88.23899199972777
0.0001,0.99,9.207202187863814,87.29070816279774
0.0001,0.99,-10.272601834757552,87.04590526652439
0.0001,0.99,163.31328364731857,87.15524910035556
0.0001,0.99,-40.93554708076621,85.79647088866379
0.0001,0.99,157.50542203334933,87.93745448270269
0.0001,0.99,143.59478713488315,86.55995689037103
0.0001,0.99,163.8998441856742,86.6215768571212
0.0001,0.99,46.70370565523322,86.69031326547481
0.0001,0.99,-143.54127574715815,82.26190926509375
0.0001,0.99,138.80319155324912,81.94804144475022
0.0001,0.99,44.02998602131569,81.01543262075037
0.0001,0.99,148.67155497170853,81.48217005626805
0.0001,0.99,-281.12535121599166,77.09975663245805
0.0001,0.99,-29.76564487463544,76.65147000240266
0.0001,0.99,127.64810746335415,76.24976552074568
0.0001,0.99,192.2684702986827,76.52454817934428
0.0001,0.99,126.6494959877679,76.52898053857217
0.0001,0.99,-235.45990185555326,73.9955068593921
0.0001,0.99,-0.9545545946577934,72.49638659488777
0.0001,0.99,13.820926479140653,72.31902320975337
0.0001,0.99,146.88976400527807,72.44162532143346
0.0001,0.99,173.56558102081271,72.77158599276252
0.0001,0.99,88.50246181696957,74.94875016696328
0.0001,0.99,164.5825291021637,78.69260144714778
0.0001,0.99,119.25303389693904,78.97920973289416
0.0001,0.99,208.21181490719528,80.90977963064043
0.0001,0.99,145.26758465315055,81.90504408257856
0.0001,0.99,110.03247853068335,82.70903696032313
0.0001,0.99,276.665645940031,83.78520962999384
0.0001,0.99,264.66950491904373,85.7737680025073
0.0001,0.99,167.6440711331032,88.11902927933242
0.0001,0.99,-186.53358570668982,85.96468220744458
0.0001,0.99,172.44066582236604,86.41176766501171
0.0001,0.99,-10.764686130634757,85.41960506421056
0.0001,0.99,52.54331909294402,85.24575658514041
0.0001,0.99,19.331458809301196,84.3780768476497
0.0001,0.99,125.94297707848742,85.30100423537665
0.0001,0.99,128.11710870973158,84.21890560839667
0.0001,0.99,128.29922517299534,84.39949770602388
0.0001,0.99,130.49319909335327,83.29282557809537
0.0001,0.99,277.6150707186074,86.05254445679404
0.0001,0.99,268.5699831915068,86.9460088569528
0.0001,0.99,139.85106747183875,88.46859747450843
0.0001,0.99,162.21339849877168,89.6196863741261
0.0001,0.99,67.86312393288196,88.85776482399106
0.0001,0.99,156.2918626718118,89.09855594086197
0.0001,0.99,99.79165241772894,88.85254934103314
0.0001,0.99,164.59049971379628,90.29298813974894
0.0001,0.99,232.59808476133952,91.31161045986353
0.0001,0.99,162.23143519563058,91.17846815007029
0.0001,0.99,36.46983060887388,91.82710302033891
0.0001,0.99,170.7580665462933,91.90620292983378
0.0001,0.99,16.126635810581675,91.9843163241031
0.0001,0.99,-1.9877749232477555,90.71722195177315
0.0001,0.99,11.978709267036407,90.54814429118335
0.0001,0.99,9.892164548690204,89.74369382008105
0.0001,0.99,130.0201551916126,89.72618580930968
0.0001,0.99,270.51980401976454,93.48406195964557
0.0001,0.99,133.10257493339836,94.6644597658973
0.0001,0.99,163.9510209119485,96.28118319609412
0.0001,0.99,160.76021309452187,97.69263670608169
0.0001,0.99,-46.54960824485035,96.29082355676182
0.0001,0.99,45.05839799768793,95.24453698530405
0.0001,0.99,196.8548781314324,96.70850702620608
0.0001,0.99,-1.3138550310907249,96.47144165422054
0.0001,0.99,251.79205186571446,97.37137765653985
0.0001,0.99,272.9728282471723,98.35512580392556
0.0001,0.99,55.25207996978426,98.90443797617368
0.0001,0.99,226.31470139472117,100.79920761125976
0.0001,0.99,10.430931890215845,99.4389660598933
0.0001,0.99,39.50315327300222,98.85680514683476
0.0001,0.99,154.37339201725933,100.11013936140267
0.0001,0.99,1.5708624699381346,100.37098507991769
0.0001,0.99,145.874177515686,100.4888626222883
0.0001,0.99,142.86589091850394,100.43500308319129
0.0001,0.99,111.83531942756315,99.23649027585009
0.0001,0.99,257.33288320763756,100.52795220901154
0.0001,0.99,47.66699441446343,99.19153730090231
0.0001,0.99,6.931381760349822,97.59490301240014
0.0001,0.99,116.47439731706336,98.06146090198992
0.0001,0.99,136.68946390183766,98.62976900110237
0.0001,0.99,127.8358471541611,98.51139676415949
0.0001,0.99,-30.679918698394793,95.25258163028009
0.0001,0.99,159.59701709176954,96.57344514233955
0.0001,0.99,244.77975264354836,97.51814723787142
0.0001,0.99,151.8807947182437,98.97134145511136
0.0001,0.99,223.6879447899547,101.1857398670894
0.0001,0.99,-198.96032574047115,97.61450007988164
0.0001,0.99,-34.46822879335326,97.12131773267767
0.0001,0.99,123.77034210333822,99.59338172589268
0.0001,0.99,142.30890049207744,99.46527671319731
0.0001,0.99,85.56418033341096,100.44167381817746
0.0001,0.99,275.52591167193725,103.79621991446817
0.0001,0.99,139.0546487292083,103.55780403202452
0.0001,0.99,2.7077770159461494,103.28074644595705
0.0001,0.99,279.55482353894877,103.28918058376331
0.0001,0.99,294.1092420535422,104.74447936311346
0.0001,0.99,159.00412196483603,104.72587148202287
0.0001,0.99,242.22079687236428,106.92365969084122
0.0001,0.99,160.9601330521592,107.12806914303954
0.0001,0.99,93.51507887692756,107.97114790993017
0.0001,0.99,161.65238559213861,109.69039778419913
0.0001,0.99,245.22261226659435,110.50949107039189
0.0001,0.99,27.604250055913994,111.19488904175869
0.0001,0.99,147.4357096981617,111.0941919184068
0.0001,0.99,247.7032909420999,112.13527695647898
0.0001,0.99,164.13914923390146,112.13767000696123
0.0001,0.99,138.74986764575866,113.05813162686647
0.0001,0.99,-171.10141188269063,112.78253026551116
0.0001,0.99,156.949770846729,112.96399605844597
0.0001,0.99,243.24416687181375,114.95613786695094
0.0001,0.99,167.11876034866813,115.14060992072055
0.0001,0.99,130.29567796574074,119.2548202125379
0.0001,0.99,253.29556574799847,122.08543231876419
0.0001,0.99,62.072350982936385,121.42967475396004
0.0001,0.99,260.6977660099304,122.1139677110725
0.0001,0.99,254.42716550842215,123.39174440627903
0.0001,0.99,127.23416145054185,127.01868503934001
0.0001,0.99,152.18384589938643,128.55006904428043
0.0001,0.99,106.68752254404382,129.4787350049295
0.0001,0.99,108.63110679160768,129.09614843279277
0.0001,0.99,28.71438688441947,127.64763649142884
0.0001,0.99,213.86446709128143,128.90125654417196
0.0001,0.99,122.81299749246492,128.483561228075
0.0001,0.99,150.40372732674123,128.79506816237298
0.0001,0.99,106.32955446403356,127.77624555794137
0.0001,0.99,169.46093416759425,128.01817905308582
0.0001,0.99,2.217138650171293,126.94002565428069
0.0001,0.99,162.2254540909053,125.79562373578943
0.0001,0.99,23.825877832088736,123.38718746491988
0.0001,0.99,40.140102932244986,122.1121477829113
0.0001,0.99,256.9421056113456,126.54690469609166
0.0001,0.99,125.9564888457775,126.08206292632576
0.0001,0.99,191.78408459827813,128.1075506336149
0.0001,0.99,12.356764171312065,127.70568508439857
0.0001,0.99,152.1773446742127,129.03414394304767
0.0001,0.99,175.22926088427207,129.52700678110557
0.0001,0.99,134.62516748029518,129.59208736881118
0.0001,0.99,181.7674400890213,130.12676951797144
0.0001,0.99,236.4871248242671,131.18670877528058
0.0001,0.99,3.8154392761307037,128.4487124608558
0.0001,0.99,-178.0707184239121,123.98230544470161
0.0001,0.99,136.72551746767647,123.95104994465997
0.0001,0.99,-22.239910213611623,122.10651685753615
0.0001,0.99,158.5969481200194,123.01385509940754
0.0001,0.99,156.40311343158444,123.01496760700527
0.0001,0.99,271.39527187481303,124.73100380157612
0.0001,0.99,105.25477030828094,124.13764650752096
0.0001,0.99,173.65742168567982,123.54823987676437
0.0001,0.99,22.509560853782176,122.15102113334588
0.0001,0.99,178.01186069481926,123.56644143420533
0.0001,0.99,280.8919909556833,124.66778067829922
0.0001,0.99,-26.00304473169426,124.24648387287645
0.0001,0.99,257.4627169977847,126.84098879208679
0.0001,0.99,125.46638389511871,127.9758655383676
0.0001,0.99,252.28066241178772,130.39975051699858
0.0001,0.99,26.85320456855146,129.36808101076795
0.0001,0.99,154.4379221021993,128.20726219159232
0.0001,0.99,279.2613312334527,129.66884975459286
0.0001,0.99,181.5255021324966,129.84459456679835
0.0001,0.99,187.39560269033908,130.11094846275654
0.0001,0.99,166.75878787045573,132.2440324239096
0.0001,0.99,114.27010556010266,132.93614949953374
0.0001,0.99,119.9326740944441,132.16692745916384
0.0001,0.99,114.10597160983313,133.3211257255731
0.0001,0.99,147.93105174345612,132.28251572435053
0.0001,0.99,259.837750096768,132.15116494284646
0.0001,0.99,257.8011291439388,134.17665543458799
0.0001,0.99,175.8694139883886,133.67220256052465
0.0001,0.99,138.8033231248332,134.95592647287086
0.0001,0.99,120.33122866891645,135.76420722683
0.0001,0.99,-130.2671017477927,132.91780228917946
0.0001,0.99,7.268893173504765,132.97478259621514
0.0001,0.99,159.31952709356247,133.10923609199392
0.0001,0.99,101.05837767810645,132.69116095958992
0.0001,0.99,139.3758980239515,132.96656674555382
0.0001,0.99,144.77578642422588,131.8409957777197
0.0001,0.99,234.07685247596925,133.70509435833475
0.0001,0.99,166.58799538660628,135.30166049459734
0.0001,0.99,163.11986388781946,135.7681151603049
0.0001,0.99,157.49583558467273,135.97617887713324
0.0001,0.99,268.1550322740526,137.37937072833213
0.0001,0.99,117.68732531908422,138.86304316850695
0.0001,0.99,258.0508714815527,139.84758171240478
0.0001,0.99,148.16579959877816,138.88144218195708
0.0001,0.99,5.65870153428763,137.41922125011754
0.0001,0.99,280.731718350664,137.9896589857246
0.0001,0.99,6.865773247866244,140.04791997560798
0.0001,0.99,276.8184950071799,143.1607872136133
0.0001,0.99,63.195146801111775,142.55503526059104
0.0001,0.99,133.90540562608513,142.4710003119311
0.0001,0.99,129.44204336945594,142.90977894229155
0.0001,0.99,126.83914822704695,141.42291130784267
0.0001,0.99,282.82789940420366,142.8606438145926
0.0001,0.99,184.538722254148,144.67895326697464
0.0001,0.99,95.39409909122529,142.8373460224974
0.0001,0.99,147.37487625659747,141.37000236452795
0.0001,0.99,133.50919223593252,141.1150530672389
0.0001,0.99,-108.76198086300059,137.60522528988528
0.0001,0.99,172.6653962141121,137.7222779215048
0.0001,0.99,149.49559215049604,138.28208305424047
0.0001,0.99,-23.498201672418233,136.43057718159488
0.0001,0.99,173.7946364088325,135.71629742301727
0.0001,0.99,136.7940347648375,136.80819527010652
0.0001,0.99,30.46177780982245,135.63845595122314
0.0001,0.99,135.55963443753149,134.51701938617748
0.0001,0.99,256.199941312492,135.43762730696338
0.0001,0.99,-24.983803294739218,133.8002905975584
0.0001,0.99,83.80633587218732,136.34936807510718
0.0001,0.99,21.417762071352314,134.9940479873534
0.0001,0.99,142.4511790958481,133.98611810959375
0.0001,0.99,149.79350187103833,133.81286552481743
0.0001,0.99,132.04762434835948,133.83038498864363
0.0001,0.99,161.31647059437606,132.91059403710742
0.0001,0.99,162.62919617544225,133.91616248903244
0.0001,0.99,168.65947868163568,132.9957796157495
0.0001,0.99,135.07830598529512,131.80229102051825
0.0001,0.99,-14.238874642146797,130.38756065959132
0.0001,0.99,153.35260601340045,130.39924826073147
0.0001,0.99,-120.11400707535222,128.13123296453753
0.0001,0.99,105.47765103258308,128.0996984069473
0.0001,0.99,156.07437961651308,129.37329833426824
0.0001,0.99,103.35830630854664,128.26823672644088
0.0001,0.99,219.45332117411473,129.23463996325737
0.0001,0.99,163.92622935013355,129.3698649834913
0.0001,0.99,47.65131417087089,128.78308258055966
0.0001,0.99,-185.17071721136224,125.23676606677013
0.0001,0.99,173.15263677902837,126.9461210480587
0.0001,0.99,295.00358677082625,128.2739023748579
0.0001,0.99,158.8364737334153,129.62400833387116
0.0001,0.99,172.58492342652815,130.94845653881399
0.0001,0.99,252.4231476732642,130.9032669594332
0.0001,0.99,-1.137985931666572,129.63232221165873
0.0001,0.99,151.37205677162112,129.22820193339217
0.0001,0.99,279.0788725606535,131.89542301728557
0.0001,0.99,29.867766734818616,130.67232723789164
0.0001,0.99,-80.75427969356346,128.11249183211328
0.0001,0.99,-3.9168972816815284,126.72707118449351
0.0001,0.99,37.37109341476625,125.28310771775095
0.0001,0.99,37.140598122675726,123.28964245073504
0.0001,0.99,259.10515917677515,125.8425396497415
0.0001,0.99,269.1518227442309,130.31476506142292
0.0001,0.99,3.8818097813246055,128.9863279845594
0.0001,0.99,128.0844174307427,130.48957126100294
0.0001,0.99,17.28946905012768,129.07649647030402
0.0001,0.99,-168.82352231546207,125.82423011283356
0.0001,0.99,-188.74334979581,121.22284389612733
0.0001,0.99,134.88840535911436,121.51918024663564
0.0001,0.99,-40.541677454674826,119.3771892552321
0.0001,0.99,137.3384541360711,120.525478188055
0.0001,0.99,110.18533336393736,119.84721291474618
0.0001,0.99,109.37547267554594,118.13204773194482
0.0001,0.99,256.4576064329617,120.95665424359136
0.0001,0.99,127.81105915466146,119.66013766516012
0.0001,0.99,14.79890502785679,118.55346287648752
0.0001,0.99,103.96415875232935,117.07029783989293
0.0001,0.99,9.597169777258628,116.89773749198002
0.0001,0.99,123.73864256088495,116.59074469656687
0.0001,0.99,102.17231715077733,114.81985455574011
0.0001,0.99,103.59781967954754,114.04057773121062
0.0001,0.99,161.75318741838936,113.78415357849116
0.0001,0.99,99.95169887109253,113.1160826884975
0.0001,0.99,123.7950633658931,113.2113322665554
0.0001,0.99,172.58941585399785,113.73789968415095
0.0001,0.99,155.77417073151705,114.1545816753678
0.0001,0.99,-13.597005219793687,112.53930110573529
0.0001,0.99,33.576405982161646,110.27668766458923
0.0001,0.99,221.6231199425354,109.91490757257517
0.0001,0.99,123.67146646124266,109.39292809730372
0.0001,0.99,272.9427366882725,110.73432223293813
0.0001,0.99,162.3408078532709,111.15441802478165
0.0001,0.99,145.00316809899067,113.90712072324948
0.0001,0.99,268.43648608748776,116.51879665238931
0.0001,0.99,241.13307941368853,117.33693217559058
0.0001,0.99,111.61116781214994,117.44246007693101
0.0001,0.99,21.068175811448242,116.259382854806
0.0001,0.99,269.881452217552,117.51043951273927
0.0001,0.99,157.45362898732682,116.74420727785284
0.0001,0.99,219.8737175978326,117.27706449996509
0.0001,0.99,192.07518417586908,117.56661770284558
0.0001,0.99,22.530845388829405,116.21696780088716
0.0001,0.99,73.95070535117392,114.27492453165836
0.0001,0.99,54.583391095899856,113.64388518942651
0.0001,0.99,122.19969862185766,112.28537346082956
0.0001,0.99,152.29422909798447,112.32665775582163
0.0001,0.99,139.44737239279968,113.66454446440676
0.0001,0.99,263.9551547244109,113.49677882814423
0.0001,0.99,163.3115364318051,115.0612364599836
0.0001,0.99,25.904678618222633,112.55209829609403
0.0001,0.99,125.13972407004523,113.17154406878336
0.0001,0.99,147.60078855762865,113.3084978980988
0.0001,0.99,290.6073771106246,114.92015123551049
0.0001,0.99,49.93001974919014,114.15105995073192
0.0001,0.99,234.46934238068116,113.66747438049671
0.0001,0.99,257.52673527384945,114.39735451069372
0.0001,0.99,15.10553056601779,113.59446882544165
0.0001,0.99,226.1145966993525,114.38186602986917
0.0001,0.99,70.39424899172641,113.75071659742713
0.0001,0.99,187.87306485484453,116.71706705460558
0.0001,0.99,47.63984941639029,115.46681158662834
0.0001,0.99,145.27703372666883,115.42462600239008
0.0001,0.99,4.745462415273522,115.707062643267
0.0001,0.99,10.10397762739862,114.07015605545266
0.0001,0.99,-17.331345166258373,112.52890225614172
0.0001,0.99,18.401157701984715,112.40829605506335
0.0001,0.99,101.27017979015682,112.0654015085896
0.0001,0.99,105.43808157546935,110.55778291121935
0.0001,0.99,293.717358356074,113.74479452772748
0.0001,0.99,159.9703573417876,114.5064347424235
0.0001,0.99,169.19378171633159,115.98419493887327
0.0001,0.99,271.09928341551654,117.27067598206997
0.0001,0.99,163.7630797968743,117.41037176132832
0.0001,0.99,193.70560568721442,118.02695157471688
0.0001,0.99,160.99630256160125,118.02374989438914
0.0001,0.99,20.828412537991483,116.60574205801464
0.0001,0.99,228.62945173175243,117.20544178851581
0.0001,0.99,150.02142938270657,117.35487302248993
0.0001,0.99,292.8746258492629,120.42600802740402
0.0001,0.99,153.8261049001951,120.43074301627198
0.0001,0.99,-186.29067082079695,119.76897637881751
0.0001,0.99,136.5519915062245,120.07971978355391
0.0001,0.99,5.822149253856452,118.57719747992735
0.0001,0.99,-186.93637373456744,115.67425067949621
0.0001,0.99,239.98732748124817,115.87959074256756
0.0001,0.99,149.11644164604616,115.7314928655267
0.0001,0.99,149.0495328508422,116.7454750523264
0.0001,0.99,54.398859857011004,119.14117082301014
0.0001,0.99,119.06953879384203,118.60033984315825
0.0001,0.99,247.6603126354434,118.12690710180442
0.0001,0.99,11.39856023787236,116.652527966849
0.0001,0.99,167.58418361285942,116.60252056871234
0.0001,0.99,260.39782266769964,116.68226731865667
0.0001,0.99,165.05855221572978,118.34423270013063
0.0001,0.99,262.9836608741699,119.46034874115611
0.0001,0.99,228.7301751337972,118.95686176688754
0.0001,0.99,228.18994315376798,120.94008353107702
0.0001,0.99,162.8759827244887,123.37638615525755
0.0001,0.99,262.55433785677116,126.04109850664209
0.0001,0.99,112.25580503766062,126.78994562287103
0.0001,0.99,219.94964499932064,128.61803609163746
0.0001,0.99,146.67453348401284,127.49372983470985
0.0001,0.99,147.11025311987225,126.27331413846626
0.0001,0.99,67.66276645192814,126.9111237051723
0.0001,0.99,245.82722929244852,128.08855182378935
0.0001,0.99,148.76828218150573,129.40333995510312
0.0001,0.99,-150.67503409871802,129.58482483727056
0.0001,0.99,-121.3290898870098,130.2589674363586
0.0001,0.99,254.05672025835548,131.45065058535099
0.0001,0.99,138.33448555505305,133.23941221544828
0.0001,0.99,289.0933287408372,134.75696096149596
0.0001,0.99,-25.852459602027125,133.39658303183631
0.0001,0.99,150.9687429785448,133.8125157348663
0.0001,0.99,153.46160908435888,132.78255576138025
0.0001,0.99,243.39451059914367,133.9383902758251
0.0001,0.99,297.69786195045583,136.7673798450511
0.0001,0.99,118.40520170209088,136.9117902745487
0.0001,0.99,31.296508622991183,137.128783663006
0.0001,0.99,214.30684976028942,138.03446573500005
0.0001,0.99,184.29724416187116,138.855715005111
0.0001,0.99,183.69793270577986,139.65671613537333
0.0001,0.99,147.18684180676664,139.5110526792571
0.0001,0.99,133.3572882256234,139.8451085728024
0.0001,0.99,277.60479348960683,141.38320587403953
0.0001,0.99,167.3675983623155,141.33098769912272
0.0001,0.99,146.99502090405122,141.24319620084808
0.0001,0.99,1.5138339933342166,141.39430459297935
0.0001,0.99,133.96446550721387,142.39818518822986
0.0001,0.99,37.90218443235622,140.56097583312805
0.0001,0.99,250.54766300525196,141.82973779856817
0.0001,0.99,141.70797635835007,140.51739019526894
0.0001,0.99,246.31973400210168,141.35717945675725
0.0001,0.99,132.64033544618974,141.23355113022922
0.0001,0.99,51.25334806709273,139.0617197500253
0.0001,0.99,97.44337199444092,137.62482267583283
0.0001,0.99,14.504654978666366,136.65375754749797
0.0001,0.99,52.60079844372055,136.9690837738207
0.0001,0.99,297.7943068468983,137.24821232011413
0.0001,0.99,29.293578107404134,135.96661181131495
0.0001,0.99,287.85233981787496,136.64639803351537
0.0001,0.99,275.2976165572427,137.4786223573291
0.0001,0.99,-128.8065972642528,135.96524793079826
0.0001,0.99,182.78222083714476,137.053563085658
0.0001,0.99,96.13196038701933,137.4690487785692
0.0001,0.99,-35.712825215433114,135.8899235401963
0.0001,0.99,6.538356356543758,134.43236481278188
0.0001,0.99,196.2447294896503,135.00033838375037
0.0001,0.99,135.43112886737117,133.71509812517996
0.0001,0.99,125.29377107945578,133.33492047165646
0.0001,0.99,14.323393293032439,133.21910761840456
0.0001,0.99,180.0877656023894,133.768588033728
0.0001,0.99,128.75209132655223,133.58010106141725
0.0001,0.99,-134.84378988544665,129.32558939145653
0.0001,0.99,89.93536727568869,129.72564286672153
0.0001,0.99,45.45589580972529,127.83550840101198
0.0001,0.99,272.03067115577664,127.98054775983124
0.0001,0.99,157.63914297768954,129.40588388394798
0.0001,0.99,245.58048322358013,129.60054274919025
0.0001,0.99,32.8852070233568,129.22545232950657
0.0001,0.99,-61.92651985106632,126.72745648244745
0.0001,0.99,167.1291082902688,127.92234907118622
0.0001,0.99,281.05283316414386,129.28010706556094
0.0001,0.99,282.4949195633146,132.05760163704136
0.0001,0.99,-72.07858917490809,131.23577596901828
0.0001,0.99,149.47626853252868,132.90385210600618
0.0001,0.99,184.76926423514735,134.5675331713378
0.0001,0.99,261.5380340373082,136.17021171380932
0.0001,0.99,117.62229906631693,136.2920538887178
0.0001,0.99,186.51358876114344,135.22001619276847
0.0001,0.99,34.02315870475675,133.96054420639817
0.0001,0.99,68.27539215593718,132.95136031079426
0.0001,0.99,263.157376880022,132.87194124543927
0.0001,0.99,29.02038398891446,131.5245142873597
0.0001,0.99,83.62639428830207,130.42372217337058
0.0001,0.99,152.9036819971054,130.3427959677256
0.0001,0.99,-6.903986466283811,130.06547197768285
0.0001,0.99,244.10631864785776,130.2202406468439
0.0001,0.99,184.20672642966764,130.56209361731354
0.0001,0.99,300.41554368390865,130.63750279565997
0.0001,0.99,21.201879491066407,129.31126054156869
0.0001,0.99,198.5994083666762,133.1601613334434
0.0001,0.99,279.7138830299873,134.59178024868106
0.0001,0.99,269.19344826387254,137.2254932387812
0.0001,0.99,47.025188778242835,139.5651088639093
0.0001,0.99,-265.2142924823555,134.5130926642733
0.0001,0.99,281.0374064077853,135.83230231189066
0.0001,0.99,271.2807253926376,137.05461423730864
0.0001,0.99,-15.15208233038463,136.35910481543465
0.0001,0.99,172.57619322781287,136.89417135977436
0.0001,0.99,118.27639534637508,135.60033218688366
0.0001,0.99,142.3093027623185,136.90943961212812
0.0001,0.99,157.35195840952233,136.8071173600948
0.0001,0.99,148.06198214320858,135.68375895484985
0.0001,0.99,160.77874826428146,135.64096091533537
0.0001,0.99,188.2094519059232,134.89321882565292
0.0001,0.99,142.70934898823168,134.03301056419727
0.0001,0.99,200.16285931454942,133.75273972580507
0.0001,0.99,5.001644823447776,132.17399634679464
0.0001,0.99,-6.8170814172640775,129.4802821540543
0.0001,0.99,135.47179558681543,129.71244205954585
0.0001,0.99,251.69288963431885,130.02987450589583
